id,action,branch,date
H3273,Hearing scheduled for 09/29/2021 from 09:00 AM-01:00 PM in Virtual Hearing,Joint,2021-09-22T21:39:12.623Z
H3273,"Reporting date extended to Monday May 2, 2022, pending concurrence",House,2022-02-09T16:41:28.000Z
H3273,Senate concurred,Senate,2022-02-28T16:22:51.457Z
H3273,"Reporting date extended to Thursday June 2, 2022, pending concurrence",House,2022-05-02T15:29:46.800Z
H3273,Senate concurred,Senate,2022-05-31T15:05:15.183Z
H3273,"Reporting date extended to Thursday June 30, 2022, pending concurrence",House,2022-06-02T15:54:32.997Z
H3273,Senate concurred,Senate,2022-06-09T15:16:12.890Z
H3274,"Referred to the committee on Telecommunications, Utilities and Energy",House,2021-03-29T14:50:09.363Z
H3274,Senate concurred,Senate,2021-03-30T03:59:59.000Z
H3274,Hearing scheduled for 07/28/2021 from 10:00 AM-02:00 PM in Virtual Hearing,Joint,2021-07-21T21:20:41.730Z
H3274,"Reporting date extended to Monday May 2, 2022, pending concurrence",House,2022-02-09T16:41:28.000Z
H3274,Senate concurred,Senate,2022-02-28T16:22:51.457Z
H3274,"Reporting date extended to Thursday June 2, 2022, pending concurrence",House,2022-05-02T15:29:46.800Z
H3274,Senate concurred,Senate,2022-05-31T15:05:15.183Z
H3274,"Reporting date extended to Thursday June 30, 2022, pending concurrence",House,2022-06-02T15:54:32.997Z
H3274,Senate concurred,Senate,2022-06-09T15:16:12.890Z
H3275,"Referred to the committee on Telecommunications, Utilities and Energy",House,2021-03-29T14:50:09.363Z
H3275,Senate concurred,Senate,2021-03-30T03:59:59.000Z
H3275,Hearing scheduled for 09/29/2021 from 09:00 AM-01:00 PM in Virtual Hearing,Joint,2021-09-22T21:39:12.997Z
H3275,"Reporting date extended to Monday May 2, 2022, pending concurrence",House,2022-02-09T16:41:28.000Z
H3275,Senate concurred,Senate,2022-02-28T16:22:51.457Z
H3275,"Reporting date extended to Thursday June 2, 2022, pending concurrence",House,2022-05-02T15:29:46.800Z
H3275,Senate concurred,Senate,2022-05-31T15:05:15.183Z
H3275,"Reporting date extended to Thursday June 30, 2022, pending concurrence",House,2022-06-02T15:54:32.997Z
H3275,Senate concurred,Senate,2022-06-09T15:16:12.890Z
H3276,"Referred to the committee on Telecommunications, Utilities and Energy",House,2021-03-29T14:50:09.363Z
H3276,Senate concurred,Senate,2021-03-30T03:59:59.000Z
H3276,Hearing scheduled for 09/29/2021 from 09:00 AM-01:00 PM in Virtual Hearing,Joint,2021-09-22T21:39:13.310Z
H3276,"Reporting date extended to Monday May 2, 2022, pending concurrence",House,2022-02-09T16:41:28.000Z
H3276,Senate concurred,Senate,2022-02-28T16:22:51.457Z
H3276,"Reporting date extended to Thursday June 2, 2022, pending concurrence",House,2022-05-02T15:29:46.800Z
H3276,Senate concurred,Senate,2022-05-31T15:05:15.183Z
H3276,"Reporting date extended to Thursday June 30, 2022, pending concurrence",House,2022-06-02T15:54:32.997Z
H3276,Senate concurred,Senate,2022-06-09T15:16:12.890Z
H3277,"Referred to the committee on Telecommunications, Utilities and Energy",House,2021-03-29T14:50:09.363Z
H3277,Senate concurred,Senate,2021-03-30T03:59:59.000Z
H3277,Hearing scheduled for 09/13/2021 from 01:30 PM-04:30 PM in Virtual Hearing,Joint,2021-09-07T16:09:20.277Z
H3277,"Reporting date extended to Monday May 2, 2022, pending concurrence",House,2022-02-09T16:41:28.000Z
H3277,Senate concurred,Senate,2022-02-28T16:22:51.457Z
H3277,"Reporting date extended to Thursday June 2, 2022, pending concurrence",House,2022-05-02T15:29:46.800Z
H3277,Senate concurred,Senate,2022-05-31T15:05:15.183Z
H3277,"Reporting date extended to Thursday June 30, 2022, pending concurrence",House,2022-06-02T15:54:32.997Z
H3277,Senate concurred,Senate,2022-06-09T15:16:12.890Z
H3278,"Referred to the committee on Telecommunications, Utilities and Energy",House,2021-03-29T14:50:09.363Z
H3278,Senate concurred,Senate,2021-03-30T03:59:59.000Z
H3278,Hearing scheduled for 12/07/2021 from 01:00 PM-05:00 PM in Virtual Hearing,Joint,2021-12-02T14:40:15.897Z
H3279,"Referred to the committee on Telecommunications, Utilities and Energy",House,2021-03-29T14:50:09.363Z
H3279,Senate concurred,Senate,2021-03-30T03:59:59.000Z
H3279,Hearing scheduled for 11/02/2021 from 01:00 PM-05:00 PM in Virtual Hearing,Joint,2021-10-26T21:27:01.593Z
H3279,"Reporting date extended to Monday May 2, 2022, pending concurrence",House,2022-02-09T16:41:28.000Z
H3279,Senate concurred,Senate,2022-02-28T16:22:51.457Z
H3279,"Reporting date extended to Thursday June 2, 2022, pending concurrence",House,2022-05-02T15:29:46.800Z
H3279,Senate concurred,Senate,2022-05-31T15:05:15.183Z
H3279,"Reporting date extended to Thursday June 30, 2022, pending concurrence",House,2022-06-02T15:54:32.997Z
H3279,Senate concurred,Senate,2022-06-09T15:16:12.890Z
H328,Referred to the committee on Consumer Protection and Professional Licensure,House,2021-03-30T03:59:59.000Z
H328,Senate concurred,Senate,2021-03-30T03:59:59.000Z
H328,Hearing scheduled for 06/14/2021 from 01:00 PM-03:00 PM in Virtual Hearing,Joint,2021-06-08T19:40:25.467Z
H328,Bill reported favorably by committee and referred to the committee on House Ways and Means,House,2021-07-21T19:47:57.840Z
H3280,"Referred to the committee on Telecommunications, Utilities and Energy",House,2021-03-29T14:50:09.363Z
H3280,Senate concurred,Senate,2021-03-30T03:59:59.000Z
H3280,Hearing scheduled for 10/22/2021 from 10:00 AM-02:00 PM in Virtual Hearing,Joint,2021-10-15T21:05:22.667Z
H3280,Bill reported favorably by committee and referred to the committee on House Ways and Means,House,2022-03-24T12:55:38.023Z
H3281,"Referred to the committee on Telecommunications, Utilities and Energy",House,2021-03-29T14:50:09.363Z
H3281,Senate concurred,Senate,2021-03-30T03:59:59.000Z
H3281,Hearing scheduled for 10/22/2021 from 10:00 AM-02:00 PM in Virtual Hearing,Joint,2021-10-15T21:05:22.997Z
H3281,Bill reported favorably by committee and referred to the committee on House Ways and Means,House,2022-03-24T12:55:39.947Z
H3281,"Committee recommended ought to pass with an amendment, substituting therefor a bill with the same title,see H5053",House,2022-07-28T04:00:00.000Z
H3281,"Referred to the committee on House Steering, Policy and Scheduling with the amendment pending",House,2022-07-28T04:00:00.000Z
H3281,Committee reported that the matter be placed in the Orders of the Day for the next sitting for a second reading with the amendment pending,House,2022-07-28T04:00:00.000Z
H3281,Rules suspended,House,2022-07-28T04:00:00.000Z
H3281,"Read second,amended (as recommended by the committee on House Ways and Means)",House,2022-07-28T04:00:00.000Z
H3281,"New draft substituted, see H5053",House,2022-07-28T04:00:00.000Z
H3282,"Referred to the committee on Telecommunications, Utilities and Energy",House,2021-03-29T14:50:09.363Z
H3282,Senate concurred,Senate,2021-03-30T03:59:59.000Z
H3282,Hearing scheduled for 10/22/2021 from 10:00 AM-02:00 PM in Virtual Hearing,Joint,2021-10-15T21:05:23.480Z
H3283,"Referred to the committee on Telecommunications, Utilities and Energy",House,2021-03-29T14:50:09.363Z
H3283,Senate concurred,Senate,2021-03-30T03:59:59.000Z
H3283,Hearing scheduled for 12/07/2021 from 01:00 PM-05:00 PM in Virtual Hearing,Joint,2021-12-02T14:40:16.100Z
H3283,"Reporting date extended to Monday May 2, 2022, pending concurrence",House,2022-02-09T16:41:28.000Z
H3283,Senate concurred,Senate,2022-02-28T16:22:51.457Z
H3283,"Reporting date extended to Thursday June 2, 2022, pending concurrence",House,2022-05-02T15:29:46.800Z
H3283,Senate concurred,Senate,2022-05-31T15:05:15.183Z
H3283,"Reporting date extended to Thursday June 30, 2022, pending concurrence",House,2022-06-02T15:54:32.997Z
H3283,Senate concurred,Senate,2022-06-09T15:16:12.890Z
H3283,Ought NOT to pass (under Joint Rule 10),House,2022-07-21T04:00:00.000Z
H3283,Rules suspended,House,2022-07-21T04:00:00.000Z
H3283,"Recommitted to the committee on Telecommunications, Utilities and Energy",House,2022-07-21T04:00:00.000Z
H3283,Bill reported favorably by committee and referred to the committee on House Ways and Means,House,2022-07-30T18:01:09.407Z
H3284,"Referred to the committee on Telecommunications, Utilities and Energy",House,2021-03-29T14:50:09.363Z
H3284,Senate concurred,Senate,2021-03-30T03:59:59.000Z
H3284,Hearing scheduled for 09/13/2021 from 01:30 PM-04:30 PM in Virtual Hearing,Joint,2021-09-07T16:09:20.540Z
H3284,"Reporting date extended to Monday May 2, 2022, pending concurrence",House,2022-02-09T16:41:28.000Z
H3284,Senate concurred,Senate,2022-02-28T16:22:51.457Z
H3284,"Reporting date extended to Thursday June 2, 2022, pending concurrence",House,2022-05-02T15:29:46.800Z
H3284,Senate concurred,Senate,2022-05-31T15:05:15.183Z
H3284,"Reporting date extended to Thursday June 30, 2022, pending concurrence",House,2022-06-02T15:54:32.997Z
H3284,Senate concurred,Senate,2022-06-09T15:16:12.890Z
H3285,"Referred to the committee on Telecommunications, Utilities and Energy",House,2021-03-29T14:50:09.363Z
H3285,Senate concurred,Senate,2021-03-30T03:59:59.000Z
H3285,Hearing scheduled for 01/11/2022 from 11:30 AM-03:30 PM in Virtual Hearing,Joint,2022-01-06T14:55:03.823Z
H3285,"Reporting date extended to Monday May 2, 2022, pending concurrence",House,2022-02-09T16:41:28.000Z
H3285,Senate concurred,Senate,2022-02-28T16:22:51.457Z
H3285,"Reporting date extended to Thursday June 2, 2022, pending concurrence",House,2022-05-02T15:29:46.800Z
H3285,Senate concurred,Senate,2022-05-31T15:05:15.183Z
H3285,"Reporting date extended to Thursday June 30, 2022, pending concurrence",House,2022-06-02T15:54:32.997Z
H3285,Senate concurred,Senate,2022-06-09T15:16:12.890Z
H3286,"Referred to the committee on Telecommunications, Utilities and Energy",House,2021-03-29T14:50:09.363Z
H3286,Senate concurred,Senate,2021-03-30T03:59:59.000Z
H3286,Hearing scheduled for 06/22/2021 from 10:00 AM-02:00 PM in Virtual Hearing,Joint,2021-06-15T21:03:03.417Z
H3286,Bill reported favorably by committee and referred to the committee on House Ways and Means,House,2022-03-24T12:55:42.510Z
H3287,"Referred to the committee on Telecommunications, Utilities and Energy",House,2021-03-29T14:50:09.363Z
H3287,Senate concurred,Senate,2021-03-30T03:59:59.000Z
H3287,Hearing scheduled for 01/11/2022 from 11:30 AM-03:30 PM in Virtual Hearing,Joint,2022-01-06T14:55:04.293Z
H3287,"Reporting date extended to Monday May 2, 2022, pending concurrence",House,2022-02-09T16:41:28.000Z
H3287,Senate concurred,Senate,2022-02-28T16:22:51.457Z
H3287,"Reporting date extended to Thursday June 2, 2022, pending concurrence",House,2022-05-02T15:29:46.800Z
H3287,Senate concurred,Senate,2022-05-31T15:05:15.183Z
H3287,"Reporting date extended to Thursday June 30, 2022, pending concurrence",House,2022-06-02T15:54:32.997Z
H3287,Senate concurred,Senate,2022-06-09T15:16:12.890Z
H3287,Ought NOT to pass (under Joint Rule 10),House,2022-07-21T04:00:00.000Z
H3287,Rules suspended,House,2022-07-21T04:00:00.000Z
H3287,"Recommitted to the committee on Telecommunications, Utilities and Energy",House,2022-07-21T04:00:00.000Z
H3288,"Referred to the committee on Telecommunications, Utilities and Energy",House,2021-03-29T14:50:09.363Z
H3288,Senate concurred,Senate,2021-03-30T03:59:59.000Z
H3288,Hearing scheduled for 12/14/2021 from 01:30 PM-05:00 PM in Virtual Hearing,Joint,2021-12-09T20:15:00.933Z
H3288,"Reporting date extended to Monday May 2, 2022, pending concurrence",House,2022-02-09T16:41:28.000Z
H3288,Senate concurred,Senate,2022-02-28T16:22:51.457Z
H3288,"Reporting date extended to Thursday June 2, 2022, pending concurrence",House,2022-05-02T15:29:46.800Z
H3288,Senate concurred,Senate,2022-05-31T15:05:15.183Z
H3288,"Reporting date extended to Thursday June 30, 2022, pending concurrence",House,2022-06-02T15:54:32.997Z
H3288,Senate concurred,Senate,2022-06-09T15:16:12.890Z
H3289,"Referred to the committee on Telecommunications, Utilities and Energy",House,2021-03-29T14:50:09.363Z
H3289,Senate concurred,Senate,2021-03-30T03:59:59.000Z
H3289,Hearing scheduled for 09/13/2021 from 01:30 PM-04:30 PM in Virtual Hearing,Joint,2021-09-07T16:09:20.807Z
H3289,"Reporting date extended to Monday May 2, 2022, pending concurrence",House,2022-02-09T16:41:28.000Z
H3289,Senate concurred,Senate,2022-02-28T16:22:51.457Z
H3289,"Reporting date extended to Thursday June 2, 2022, pending concurrence",House,2022-05-02T15:29:46.800Z
H3289,Senate concurred,Senate,2022-05-31T15:05:15.183Z
H3289,"Reporting date extended to Thursday June 30, 2022, pending concurrence",House,2022-06-02T15:54:32.997Z
H3289,Senate concurred,Senate,2022-06-09T15:16:12.890Z
H329,Referred to the committee on Consumer Protection and Professional Licensure,House,2021-03-30T03:59:59.000Z
H329,Senate concurred,Senate,2021-03-30T03:59:59.000Z
H329,Hearing scheduled for 06/14/2021 from 01:00 PM-03:00 PM in Virtual Hearing,Joint,2021-06-08T19:40:25.183Z
H329,Accompanied S205,Senate,2021-07-26T04:00:00.000Z
H3290,"Referred to the committee on Telecommunications, Utilities and Energy",House,2021-03-29T14:50:09.363Z
H3290,Senate concurred,Senate,2021-03-30T03:59:59.000Z
H3290,Hearing scheduled for 01/11/2022 from 11:30 AM-03:30 PM in Virtual Hearing,Joint,2022-01-06T14:55:04.793Z
H3290,"Bill reported favorably by committee and referred to the committee on House Steering, Policy and Scheduling",House,2022-03-24T13:00:24.517Z
H3290,Committee reported that the matter be placed in the Orders of the Day for the next sitting for a second reading,House,2022-05-17T19:14:06.450Z
H3291,"Referred to the committee on Telecommunications, Utilities and Energy",House,2021-03-29T14:50:09.363Z
H3291,Senate concurred,Senate,2021-03-30T03:59:59.000Z
H3291,Hearing scheduled for 12/07/2021 from 01:00 PM-05:00 PM in Virtual Hearing,Joint,2021-12-02T14:40:16.397Z
H3292,"Referred to the committee on Telecommunications, Utilities and Energy",House,2021-03-29T14:50:09.363Z
H3292,Senate concurred,Senate,2021-03-30T03:59:59.000Z
H3292,Hearing scheduled for 12/14/2021 from 01:30 PM-05:00 PM in Virtual Hearing,Joint,2021-12-09T20:15:01.433Z
H3292,"Reporting date extended to Monday May 2, 2022, pending concurrence",House,2022-02-09T16:41:28.000Z
H3292,Senate concurred,Senate,2022-02-28T16:22:51.457Z
H3292,"Reporting date extended to Thursday June 2, 2022, pending concurrence",House,2022-05-02T15:29:46.800Z
H3292,Senate concurred,Senate,2022-05-31T15:05:15.183Z
H3292,"Reporting date extended to Thursday June 30, 2022, pending concurrence",House,2022-06-02T15:54:32.997Z
H3292,Senate concurred,Senate,2022-06-09T15:16:12.890Z
H3293,"Referred to the committee on Telecommunications, Utilities and Energy",House,2021-03-29T14:50:09.363Z
H3293,Senate concurred,Senate,2021-03-30T03:59:59.000Z
H3293,Hearing scheduled for 01/11/2022 from 11:30 AM-03:30 PM in Virtual Hearing,Joint,2022-01-06T14:55:05.200Z
H3293,"Reporting date extended to Monday May 2, 2022, pending concurrence",House,2022-02-09T16:41:28.000Z
H3293,Senate concurred,Senate,2022-02-28T16:22:51.457Z
H3293,"Reporting date extended to Thursday June 2, 2022, pending concurrence",House,2022-05-02T15:29:46.800Z
H3293,Senate concurred,Senate,2022-05-31T15:05:15.183Z
H3293,"Reporting date extended to Thursday June 30, 2022, pending concurrence",House,2022-06-02T15:54:32.997Z
H3293,Senate concurred,Senate,2022-06-09T15:16:12.890Z
H3294,"Referred to the committee on Telecommunications, Utilities and Energy",House,2021-03-29T14:50:09.363Z
H3294,Senate concurred,Senate,2021-03-30T03:59:59.000Z
H3294,Hearing scheduled for 07/23/2021 from 10:00 AM-02:00 PM in Virtual Hearing,Joint,2021-07-19T17:37:05.017Z
H3294,"Accompanied a new draft, see H4348",House,2022-01-24T19:11:05.530Z
H3295,"Referred to the committee on Telecommunications, Utilities and Energy",House,2021-03-29T14:50:09.363Z
H3295,Senate concurred,Senate,2021-03-30T03:59:59.000Z
H3295,Hearing scheduled for 01/11/2022 from 11:30 AM-03:30 PM in Virtual Hearing,Joint,2022-01-06T14:55:05.573Z
H3295,"Bill reported favorably by committee and referred to the committee on House Steering, Policy and Scheduling",House,2022-03-24T13:00:25.627Z
H3295,Committee reported that the matter be placed in the Orders of the Day for the next sitting for a second reading,House,2022-05-17T19:14:13.123Z
H3296,"Referred to the committee on Telecommunications, Utilities and Energy",House,2021-03-29T14:50:09.363Z
H3296,Senate concurred,Senate,2021-03-30T03:59:59.000Z
H3296,Hearing scheduled for 11/02/2021 from 01:00 PM-05:00 PM in Virtual Hearing,Joint,2021-10-26T21:27:01.890Z
H3296,"Reporting date extended to Monday May 2, 2022, pending concurrence",House,2022-02-09T16:41:28.000Z
H3296,Senate concurred,Senate,2022-02-28T16:22:51.457Z
H3296,"Reporting date extended to Thursday June 2, 2022, pending concurrence",House,2022-05-02T15:29:46.800Z
H3296,Senate concurred,Senate,2022-05-31T15:05:15.183Z
H3296,"Reporting date extended to Thursday June 30, 2022, pending concurrence",House,2022-06-02T15:54:32.997Z
H3296,Senate concurred,Senate,2022-06-09T15:16:12.890Z
H3297,"Referred to the committee on Telecommunications, Utilities and Energy",House,2021-03-29T14:50:09.363Z
H3297,Senate concurred,Senate,2021-03-30T03:59:59.000Z
H3297,Hearing scheduled for 11/02/2021 from 01:00 PM-05:00 PM in Virtual Hearing,Joint,2021-10-26T21:27:02.187Z
H3297,"Bill reported favorably by committee and referred to the committee on House Steering, Policy and Scheduling",House,2022-01-24T19:11:19.733Z
H3297,Committee reported that the matter be placed in the Orders of the Day for the next sitting,House,2022-01-31T16:20:17.717Z
H3297,Rules suspended,House,2022-01-31T05:00:00.000Z
H3297,Read second and ordered to a third reading,House,2022-01-31T16:21:04.607Z
H3297,Read third and passed to be engrossed,House,2022-04-21T04:00:00.000Z
H3297,Read; and referred to the committee on Senate Rules,Senate,2022-04-25T15:15:37.060Z
H3298,"Referred to the committee on Telecommunications, Utilities and Energy",House,2021-03-29T14:50:09.363Z
H3298,Senate concurred,Senate,2021-03-30T03:59:59.000Z
H3298,Hearing scheduled for 11/02/2021 from 01:00 PM-05:00 PM in Virtual Hearing,Joint,2021-10-26T21:27:02.513Z
H3298,"Reporting date extended to Monday May 2, 2022, pending concurrence",House,2022-02-09T16:41:28.000Z
H3298,Senate concurred,Senate,2022-02-28T16:22:51.457Z
H3298,"Reporting date extended to Thursday June 2, 2022, pending concurrence",House,2022-05-02T15:29:46.800Z
H3298,Senate concurred,Senate,2022-05-31T15:05:15.183Z
H3298,"Reporting date extended to Thursday June 30, 2022, pending concurrence",House,2022-06-02T15:54:32.997Z
H3298,Senate concurred,Senate,2022-06-09T15:16:12.890Z
H3299,"Referred to the committee on Telecommunications, Utilities and Energy",House,2021-03-29T14:50:09.363Z
H3299,Senate concurred,Senate,2021-03-30T03:59:59.000Z
H3299,Hearing scheduled for 01/11/2022 from 11:30 AM-03:30 PM in Virtual Hearing,Joint,2022-01-06T14:55:05.950Z
H3299,"Bill reported favorably by committee and referred to the committee on House Steering, Policy and Scheduling",House,2022-03-24T13:00:26.987Z
H3299,Committee reported that the matter be placed in the Orders of the Day for the next sitting for a second reading,House,2022-05-17T19:13:59.123Z
H33,Referred to the committee on Public Service,House,2021-04-13T16:30:15.323Z
H33,Senate concurred,Senate,2021-04-13T16:30:15.323Z
H33,Hearing scheduled for 07/28/2021 from 01:00 PM-04:00 PM in Virtual Hearing,Joint,2021-07-22T14:53:06.977Z
H33,Hearing rescheduled to 07/28/2021 from 09:30 AM-12:00 PM in Virtual Hearing,Joint,2021-07-23T18:22:47.127Z
H33,"Accompanied a study order, see H4960",House,2022-07-05T15:55:38.823Z
H330,Referred to the committee on Consumer Protection and Professional Licensure,House,2021-03-30T03:59:59.000Z
H330,Senate concurred,Senate,2021-03-30T03:59:59.000Z
H330,Hearing scheduled for 06/14/2021 from 01:00 PM-03:00 PM in Virtual Hearing,Joint,2021-06-08T19:40:24.823Z
H330,Bill reported favorably by committee and referred to the committee on House Ways and Means,House,2021-11-10T18:08:50.300Z
H3300,"Referred to the committee on Telecommunications, Utilities and Energy",House,2021-03-29T14:50:09.363Z
H3300,Senate concurred,Senate,2021-03-30T03:59:59.000Z
H3300,Hearing scheduled for 10/22/2021 from 10:00 AM-02:00 PM in Virtual Hearing,Joint,2021-10-15T21:05:23.917Z
H3300,"Reporting date extended to Monday May 2, 2022, pending concurrence",House,2022-02-09T16:41:28.000Z
H3300,Senate concurred,Senate,2022-02-28T16:22:51.457Z
H3300,"Reporting date extended to Thursday June 2, 2022, pending concurrence",House,2022-05-02T15:29:46.800Z
H3300,Senate concurred,Senate,2022-05-31T15:05:15.183Z
H3300,"Reporting date extended to Thursday June 30, 2022, pending concurrence",House,2022-06-02T15:54:32.997Z
H3300,Senate concurred,Senate,2022-06-09T15:16:12.890Z
H3301,"Referred to the committee on Telecommunications, Utilities and Energy",House,2021-03-29T14:50:09.363Z
H3301,Senate concurred,Senate,2021-03-30T03:59:59.000Z
H3301,Hearing scheduled for 06/22/2021 from 10:00 AM-02:00 PM in Virtual Hearing,Joint,2021-06-15T21:03:03.763Z
H3302,"Referred to the committee on Telecommunications, Utilities and Energy",House,2021-03-29T14:50:09.363Z
H3302,Senate concurred,Senate,2021-03-30T03:59:59.000Z
H3302,Hearing scheduled for 07/23/2021 from 10:00 AM-02:00 PM in Virtual Hearing,Joint,2021-07-19T17:37:05.253Z
H3302,"Accompanied a new draft, see H4348",House,2022-01-24T19:11:05.530Z
H3303,"Referred to the committee on Telecommunications, Utilities and Energy",House,2021-03-29T14:50:09.363Z
H3303,Senate concurred,Senate,2021-03-30T03:59:59.000Z
H3303,Hearing scheduled for 07/23/2021 from 10:00 AM-02:00 PM in Virtual Hearing,Joint,2021-07-19T17:37:05.457Z
H3304,"Referred to the committee on Telecommunications, Utilities and Energy",House,2021-03-29T14:50:09.363Z
H3304,Senate concurred,Senate,2021-03-30T03:59:59.000Z
H3304,Hearing scheduled for 06/22/2021 from 10:00 AM-02:00 PM in Virtual Hearing,Joint,2021-06-15T21:03:04.217Z
H3304,"Reporting date extended to Monday May 2, 2022, pending concurrence",House,2022-02-09T16:41:28.000Z
H3304,Senate concurred,Senate,2022-02-28T16:22:51.457Z
H3304,"Reporting date extended to Thursday June 2, 2022, pending concurrence",House,2022-05-02T15:29:46.800Z
H3304,Senate concurred,Senate,2022-05-31T15:05:15.183Z
H3304,"Reporting date extended to Thursday June 30, 2022, pending concurrence",House,2022-06-02T15:54:32.997Z
H3304,Senate concurred,Senate,2022-06-09T15:16:12.890Z
H3305,"Referred to the committee on Telecommunications, Utilities and Energy",House,2021-03-29T14:50:09.363Z
H3305,Senate concurred,Senate,2021-03-30T03:59:59.000Z
H3305,Hearing scheduled for 01/11/2022 from 11:30 AM-03:30 PM in Virtual Hearing,Joint,2022-01-06T14:55:06.450Z
H3306,"Referred to the committee on Telecommunications, Utilities and Energy",House,2021-03-29T14:50:09.363Z
H3306,Senate concurred,Senate,2021-03-30T03:59:59.000Z
H3306,Hearing scheduled for 09/29/2021 from 09:00 AM-01:00 PM in Virtual Hearing,Joint,2021-09-22T21:39:13.607Z
H3306,"Reporting date extended to Monday May 2, 2022, pending concurrence",House,2022-02-09T16:41:28.000Z
H3306,Senate concurred,Senate,2022-02-28T16:22:51.457Z
H3306,"Reporting date extended to Thursday June 2, 2022, pending concurrence",House,2022-05-02T15:29:46.800Z
H3306,Senate concurred,Senate,2022-05-31T15:05:15.183Z
H3306,"Reporting date extended to Thursday June 30, 2022, pending concurrence",House,2022-06-02T15:54:32.997Z
H3306,Senate concurred,Senate,2022-06-09T15:16:12.890Z
H3306,Ought NOT to pass (under Joint Rule 10),House,2022-07-25T04:00:00.000Z
H3306,Rules suspended,House,2022-07-25T04:00:00.000Z
H3306,"Amended by substitution of a bill with the same title, H5079",House,2022-07-25T04:00:00.000Z
H3307,"Referred to the committee on Telecommunications, Utilities and Energy",House,2021-03-29T14:50:09.363Z
H3307,Senate concurred,Senate,2021-03-30T03:59:59.000Z
H3307,Hearing scheduled for 10/22/2021 from 10:00 AM-02:00 PM in Virtual Hearing,Joint,2021-10-15T21:05:24.293Z
H3308,"Referred to the committee on Telecommunications, Utilities and Energy",House,2021-03-29T14:50:09.363Z
H3308,Senate concurred,Senate,2021-03-30T03:59:59.000Z
H3308,Hearing scheduled for 10/22/2021 from 10:00 AM-02:00 PM in Virtual Hearing,Joint,2021-10-15T21:05:24.590Z
H3309,"Referred to the committee on Telecommunications, Utilities and Energy",House,2021-03-29T14:50:09.363Z
H3309,Senate concurred,Senate,2021-03-30T03:59:59.000Z
H3309,Hearing scheduled for 07/28/2021 from 10:00 AM-02:00 PM in Virtual Hearing,Joint,2021-07-21T21:20:42.010Z
H3309,"Reporting date extended to Monday May 2, 2022, pending concurrence",House,2022-02-09T16:41:28.000Z
H3309,Senate concurred,Senate,2022-02-28T16:22:51.457Z
H3309,"Reporting date extended to Thursday June 2, 2022, pending concurrence",House,2022-05-02T15:29:46.800Z
H3309,Senate concurred,Senate,2022-05-31T15:05:15.183Z
H3309,"Reporting date extended to Thursday June 30, 2022, pending concurrence",House,2022-06-02T15:54:32.997Z
H3309,Senate concurred,Senate,2022-06-09T15:16:12.890Z
H331,Referred to the committee on Consumer Protection and Professional Licensure,House,2021-03-30T03:59:59.000Z
H331,Senate concurred,Senate,2021-03-30T03:59:59.000Z
H331,Hearing scheduled for 07/12/2021 from 01:00 PM-03:00 PM in Virtual Hearing,Joint,2021-07-06T20:31:05.507Z
H331,Hearing canceled – new hearing TBD,Joint,2021-07-07T17:24:07.573Z
H331,Hearing scheduled for 07/12/2021 from 01:00 PM-03:00 PM in Virtual Hearing,Joint,2021-07-07T17:41:42.883Z
H331,Location Changed - Hearing scheduled for 07/12/2021 from 01:00 PM-03:00 PM in Virtual Hearing,Joint,2021-07-07T17:42:21.337Z
H331,"Accompanied a new draft, see S2678",Senate,2022-02-10T05:00:00.000Z
H3310,"Referred to the committee on Telecommunications, Utilities and Energy",House,2021-03-29T14:50:09.363Z
H3310,Senate concurred,Senate,2021-03-30T03:59:59.000Z
H3310,Hearing scheduled for 07/23/2021 from 10:00 AM-02:00 PM in Virtual Hearing,Joint,2021-07-19T17:37:05.673Z
H3310,"Accompanied a new draft, see H4348",House,2022-01-24T19:11:05.530Z
H3311,"Referred to the committee on Telecommunications, Utilities and Energy",House,2021-03-29T14:50:09.363Z
H3311,Senate concurred,Senate,2021-03-30T03:59:59.000Z
H3311,Hearing scheduled for 07/23/2021 from 10:00 AM-02:00 PM in Virtual Hearing,Joint,2021-07-19T17:37:05.893Z
H3312,"Referred to the committee on Telecommunications, Utilities and Energy",House,2021-03-29T14:50:09.363Z
H3312,Senate concurred,Senate,2021-03-30T03:59:59.000Z
H3312,Hearing scheduled for 09/13/2021 from 01:30 PM-04:30 PM in Virtual Hearing,Joint,2021-09-07T16:09:21.057Z
H3312,"Reporting date extended to Monday May 2, 2022, pending concurrence",House,2022-02-09T16:41:28.000Z
H3312,Senate concurred,Senate,2022-02-28T16:22:51.457Z
H3312,"Reporting date extended to Thursday June 2, 2022, pending concurrence",House,2022-05-02T15:29:46.800Z
H3312,Senate concurred,Senate,2022-05-31T15:05:15.183Z
H3312,"Reporting date extended to Thursday June 30, 2022, pending concurrence",House,2022-06-02T15:54:32.997Z
H3312,Senate concurred,Senate,2022-06-09T15:16:12.890Z
H3313,"Referred to the committee on Telecommunications, Utilities and Energy",House,2021-03-29T14:50:09.363Z
H3313,Senate concurred,Senate,2021-03-30T03:59:59.000Z
H3313,Hearing scheduled for 07/28/2021 from 10:00 AM-02:00 PM in Virtual Hearing,Joint,2021-07-21T21:20:42.370Z
H3313,"Accompanied a new draft, see H4348",House,2022-01-24T19:11:05.530Z
H3314,"Referred to the committee on Telecommunications, Utilities and Energy",House,2021-03-29T14:50:09.363Z
